elements	DOWN_Willis2017	UP_Willis2017	Minderjahn2020	Sive2016	Steidl2017	DeKoter2011	TIS_UP	TIS_DOWN	TIS_shPU1_DOWN	TIS_shPU1_UP	UT_shPU1_DOWN	UT_shPU1_UP
COL4A5	0	0	0	0	0	0	1	0	0	0	0	0
H2-Q5	0	0	0	0	0	0	1	0	0	0	0	0
MSRB3	0	0	0	0	0	0	1	0	0	0	0	0
AGPAT1	0	0	0	0	0	0	1	0	0	0	0	0
MET	0	0	0	0	0	0	1	0	0	0	0	0
PDLIM2	0	0	0	0	0	0	1	0	0	0	0	0
PHYHIP	0	0	0	0	0	0	1	0	0	0	0	0
BANK1	0	0	0	0	0	0	1	0	0	0	0	0
CXX1A	0	0	0	0	0	0	1	0	0	0	0	0
RNF185	0	0	0	0	0	0	1	0	0	0	0	0
PIR	0	0	0	0	0	0	1	0	0	0	0	0
EVC	0	0	0	0	0	0	1	0	0	0	0	0
TEAD1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM184A	0	0	0	0	0	0	1	0	0	0	0	0
SERPINF1	0	0	0	0	0	0	1	0	0	0	0	0
ITGA3	0	0	0	0	0	0	1	0	0	0	0	0
SLC12A4	0	0	0	0	0	0	1	0	0	0	0	0
TMEM19	0	0	0	0	0	0	1	0	0	0	0	0
EFNB1	0	0	0	0	0	0	1	0	0	0	0	0
CNBD2	0	0	0	0	0	0	1	0	0	0	0	0
C920009B18RIK	0	0	0	0	0	0	1	0	0	0	0	0
ANXA3	0	0	0	0	0	0	1	0	0	0	0	0
COL1A1	0	0	0	0	0	0	1	0	0	0	0	0
CAR6	0	0	0	0	0	0	1	0	0	0	0	0
FGGY	0	0	0	0	0	0	1	0	0	0	0	0
VGLL3	0	0	0	0	0	0	1	0	0	0	0	0
GDPD5	0	0	0	0	0	0	1	0	0	0	0	0
GFPT2	0	0	0	0	0	0	1	0	0	0	0	0
STARD5	0	0	0	0	0	0	1	0	0	0	0	0
GPR55	0	0	0	0	0	0	1	0	0	0	0	0
ABR	0	0	0	0	0	0	1	0	0	0	0	0
CNGA3	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF9	0	0	0	0	0	0	1	0	0	0	0	0
KLK8	0	0	0	0	0	0	1	0	0	0	0	0
CTDSP2	0	0	0	0	0	0	1	0	0	0	0	0
DUSP4	0	0	0	0	0	0	1	0	0	0	0	0
ROR2	0	0	0	0	0	0	1	0	0	0	0	0
OPHN1	0	0	0	0	0	0	1	0	0	0	0	0
OOSP1	0	0	0	0	0	0	1	0	0	0	0	0
CDIPT	0	0	0	0	0	0	1	0	0	0	0	0
GAS2L1	0	0	0	0	0	0	1	0	0	0	0	0
RNF166	0	0	0	0	0	0	1	0	0	0	0	0
UGT1A6A	0	0	0	0	0	0	1	0	0	0	0	0
SNX19	0	0	0	0	0	0	1	0	0	0	0	0
BDKRB1	0	0	0	0	0	0	1	0	0	0	0	0
EMILIN1	0	0	0	0	0	0	1	0	0	0	0	0
ID1	0	0	0	0	0	0	1	0	0	0	0	0
PXDN	0	0	0	0	0	0	1	0	0	0	0	0
TBC1D17	0	0	0	0	0	0	1	0	0	0	0	0
TNXB	0	0	0	0	0	0	1	0	0	0	0	0
FAXC	0	0	0	0	0	0	1	0	0	0	0	0
FAM110C	0	0	0	0	0	0	1	0	0	0	0	0
SEC1	0	0	0	0	0	0	1	0	0	0	0	0
PTRF	0	0	0	0	0	0	1	0	0	0	0	0
CHST11	0	0	0	0	0	0	1	0	0	0	0	0
CELA1	0	0	0	0	0	0	1	0	0	0	0	0
EN1	0	0	0	0	0	0	1	0	0	0	0	0
ADAM23	0	0	0	0	0	0	1	0	0	0	0	0
TMEM104	0	0	0	0	0	0	1	0	0	0	0	0
TSPAN7	0	0	0	0	0	0	1	0	0	0	0	0
CAPN1	0	0	0	0	0	0	1	0	0	0	0	0
PCDH18	0	0	0	0	0	0	1	0	0	0	0	0
SDC2	0	0	0	0	0	0	1	0	0	0	0	0
CACNB1	0	0	0	0	0	0	1	0	0	0	0	0
NCAM1	0	0	0	0	0	0	1	0	0	0	0	0
GM16026	0	0	0	0	0	0	1	0	0	0	0	0
GNG12	0	0	0	0	0	0	1	0	0	0	0	0
CHRNB2	0	0	0	0	0	0	1	0	0	0	0	0
SPACA6	0	0	0	0	0	0	1	0	0	0	0	0
RPL34-PS1	0	0	0	0	0	0	1	0	0	0	0	0
TPBG	0	0	0	0	0	0	1	0	0	0	0	0
LTBR	0	0	0	0	0	0	1	0	0	0	0	0
TDRKH	0	0	0	0	0	0	1	0	0	0	0	0
TMEM8	0	0	0	0	0	0	1	0	0	0	0	0
PRR5	0	0	0	0	0	0	1	0	0	0	0	0
IGLV3	0	0	0	0	0	0	1	0	0	0	0	0
KRT15	0	0	0	0	0	0	1	0	0	0	0	0
SCN11A	0	0	0	0	0	0	1	0	0	0	0	0
LPIN3	0	0	0	0	0	0	1	0	0	0	0	0
DLEC1	0	0	0	0	0	0	1	0	0	0	0	0
KCNA4	0	0	0	0	0	0	1	0	0	0	0	0
COQ10B	0	0	0	0	0	0	1	0	0	0	0	0
PALM2AKAP2	0	0	0	0	0	0	1	0	0	0	0	0
NMNAT2	0	0	0	0	0	0	1	0	0	0	0	0
NFE2L2	0	0	0	0	0	0	1	0	0	0	0	0
IFITM10	0	0	0	0	0	0	1	0	0	0	0	0
GM8369	0	0	0	0	0	0	1	0	0	0	0	0
SCHIP1	0	0	0	0	0	0	1	0	0	0	0	0
DYRK4	0	0	0	0	0	0	1	0	0	0	0	0
MICALL1	0	0	0	0	0	0	1	0	0	0	0	0
FXYD2	0	0	0	0	0	0	1	0	0	0	0	0
HBA-A1	0	0	0	0	0	0	1	0	0	0	0	0
VMP1	0	0	0	0	0	0	1	0	0	0	0	0
CD151	0	0	0	0	0	0	1	0	0	0	0	0
DOK4	0	0	0	0	0	0	1	0	0	0	0	0
UBTD1	0	0	0	0	0	0	1	0	0	0	0	0
SOX9	0	0	0	0	0	0	1	0	0	0	0	0
CRABP1	0	0	0	0	0	0	1	0	0	0	0	0
PDGFRB	0	0	0	0	0	0	1	0	0	0	0	0
FHDC1	0	0	0	0	0	0	1	0	0	0	0	0
CELF5	0	0	0	0	0	0	1	0	0	0	0	0
FETUB	0	0	0	0	0	0	1	0	0	0	0	0
C77080	0	0	0	0	0	0	1	0	0	0	0	0
R3HDM2	0	0	0	0	0	0	1	0	0	0	0	0
ESPNL	0	0	0	0	0	0	1	0	0	0	0	0
ANXA8	0	0	0	0	0	0	1	0	0	0	0	0
TMEM189	0	0	0	0	0	0	1	0	0	0	0	0
RAB20	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF1A	0	0	0	0	0	0	1	0	0	0	0	0
AKAP2	0	0	0	0	0	0	1	0	0	0	0	0
CASP1	0	0	0	0	0	0	1	0	0	0	0	0
ACADVL	0	0	0	0	0	0	1	0	0	0	0	0
TNNT2	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP25	0	0	0	0	0	0	1	0	0	0	0	0
GM9825	0	0	0	0	0	0	1	0	0	0	0	0
TCTA	0	0	0	0	0	0	1	0	0	0	0	0
HOXA5	0	0	0	0	0	0	1	0	0	0	0	0
SNTA1	0	0	0	0	0	0	1	0	0	0	0	0
FAM129B	0	0	0	0	0	0	1	0	0	0	0	0
HHIPL1	0	0	0	0	0	0	1	0	0	0	0	0
MGP	0	0	0	0	0	0	1	0	0	0	0	0
ECHDC3	0	0	0	0	0	0	1	0	0	0	0	0
AI464131	0	0	0	0	0	0	1	0	0	0	0	0
RABAC1	0	0	0	0	0	0	1	0	0	0	0	0
SLC48A1	0	0	0	0	0	0	1	0	0	0	0	0
ZFHX2	0	0	0	0	0	0	1	0	0	0	0	0
ARSK	0	0	0	0	0	0	1	0	0	0	0	0
RNF43	0	0	0	0	0	0	1	0	0	0	0	0
PROS1	0	0	0	0	0	0	1	0	0	0	0	0
MAP6	0	0	0	0	0	0	1	0	0	0	0	0
NYAP1	0	0	0	0	0	0	1	0	0	0	0	0
DDIT4L	0	0	0	0	0	0	1	0	0	0	0	0
CSRNP1	0	0	0	0	0	0	1	0	0	0	0	0
GIMAP6	0	0	0	0	0	0	1	0	0	0	0	0
CDS2	0	0	0	0	0	0	1	0	0	0	0	0
VAT1	0	0	0	0	0	0	1	0	0	0	0	0
FAM213A	0	0	0	0	0	0	1	0	0	0	0	0
2410131K14RIK	0	0	0	0	0	0	1	0	0	0	0	0
NR4A3	0	0	0	0	0	0	1	0	0	0	0	0
GPR124	0	0	0	0	0	0	1	0	0	0	0	0
ALPK1	0	0	0	0	0	0	1	0	0	0	0	0
WNT10B	0	0	0	0	0	0	1	0	0	0	0	0
GM7281	0	0	0	0	0	0	1	0	0	0	0	0
BGN	0	0	0	0	0	0	1	0	0	0	0	0
SLC11A1	0	0	0	0	0	0	1	0	0	0	0	0
GM15501	0	0	0	0	0	0	1	0	0	0	0	0
PSRC1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM205	0	0	0	0	0	0	1	0	0	0	0	0
STYXL1	0	0	0	0	0	0	1	0	0	0	0	0
CEACAM2	0	0	0	0	0	0	1	0	0	0	0	0
MT-CYTB	0	0	0	0	0	0	1	0	0	0	0	0
PRRX2	0	0	0	0	0	0	1	0	0	0	0	0
STK39	0	0	0	0	0	0	1	0	0	0	0	0
ADCY1	0	0	0	0	0	0	1	0	0	0	0	0
CD109	0	0	0	0	0	0	1	0	0	0	0	0
UGT1A7C	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	1	0	0	0	0	0
ZFYVE9	0	0	0	0	0	0	1	0	0	0	0	0
FOXG1	0	0	0	0	0	0	1	0	0	0	0	0
TBC1D16	0	0	0	0	0	0	1	0	0	0	0	0
PLXNA4	0	0	0	0	0	0	1	0	0	0	0	0
FBRS	0	0	0	0	0	0	1	0	0	0	0	0
ARMCX3	0	0	0	0	0	0	1	0	0	0	0	0
CDK18	0	0	0	0	0	0	1	0	0	0	0	0
PCNA-PS2	0	0	0	0	0	0	1	0	0	0	0	0
ANXA2	0	0	0	0	0	0	1	0	0	0	0	0
AK1	0	0	0	0	0	0	1	0	0	0	0	0
SPEG	0	0	0	0	0	0	1	0	0	0	0	0
MAGEA8	0	0	0	0	0	0	1	0	0	0	0	0
CACNA1C	0	0	0	0	0	0	1	0	0	0	0	0
5730409E04RIK	0	0	0	0	0	0	1	0	0	0	0	0
PLBD2	0	0	0	0	0	0	1	0	0	0	0	0
OBSL1	0	0	0	0	0	0	1	0	0	0	0	0
PPP1R15A	0	0	0	0	0	0	1	0	0	0	0	0
HOXD8	0	0	0	0	0	0	1	0	0	0	0	0
CITED2	0	0	0	0	0	0	1	0	0	0	0	0
NKAIN1	0	0	0	0	0	0	1	0	0	0	0	0
ABHD5	0	0	0	0	0	0	1	0	0	0	0	0
EXOC4	0	0	0	0	0	0	1	0	0	0	0	0
EXOC3L4	0	0	0	0	0	0	1	0	0	0	0	0
MRAS	0	0	0	0	0	0	1	0	0	0	0	0
LPAR3	0	0	0	0	0	0	1	0	0	0	0	0
AXL	0	0	0	0	0	0	1	0	0	0	0	0
NRN1	0	0	0	0	0	0	1	0	0	0	0	0
KRT80	0	0	0	0	0	0	1	0	0	0	0	0
CSNK1E	0	0	0	0	0	0	1	0	0	0	0	0
OGN	0	0	0	0	0	0	1	0	0	0	0	0
SDSL	0	0	0	0	0	0	1	0	0	0	0	0
CXX1B	0	0	0	0	0	0	1	0	0	0	0	0
IRAK2	0	0	0	0	0	0	1	0	0	0	0	0
MIER2	0	0	0	0	0	0	1	0	0	0	0	0
FAM171B	0	0	0	0	0	0	1	0	0	0	0	0
2210013O21RIK	0	0	0	0	0	0	1	0	0	0	0	0
TSKU	0	0	0	0	0	0	1	0	0	0	0	0
ETV3	0	0	0	0	0	0	1	0	0	0	0	0
KITL	0	0	0	0	0	0	1	0	0	0	0	0
DPM1	0	0	0	0	0	0	1	0	0	0	0	0
LRP1	0	0	0	0	0	0	1	0	0	0	0	0
SH3PXD2B	0	0	0	0	0	0	1	0	0	0	0	0
TREM2	0	0	0	0	0	0	1	0	0	0	0	0
MMP14	0	0	0	0	0	0	1	0	0	0	0	0
TMEM38A	0	0	0	0	0	0	1	0	0	0	0	0
MDM2	0	0	0	0	0	0	1	0	0	0	0	0
ITGBL1	0	0	0	0	0	0	1	0	0	0	0	0
NBEA	0	0	0	0	0	0	1	0	0	0	0	0
EGFR	0	0	0	0	0	0	1	0	0	0	0	0
AFAP1	0	0	0	0	0	0	1	0	0	0	0	0
PRKD2	0	0	0	0	0	0	1	0	0	0	0	0
B230118H07RIK	0	0	0	0	0	0	1	0	0	0	0	0
ZFP36L1	0	0	0	0	0	0	1	0	0	0	0	0
CAPN2	0	0	0	0	0	0	1	0	0	0	0	0
TIAM2	0	0	0	0	0	0	1	0	0	0	0	0
GM10243	0	0	0	0	0	0	1	0	0	0	0	0
ERBB2	0	0	0	0	0	0	1	0	0	0	0	0
RMDN1	0	0	0	0	0	0	1	0	0	0	0	0
NEO1	0	0	0	0	0	0	1	0	0	0	0	0
STAB1	0	0	0	0	0	0	1	0	0	0	0	0
DDX3Y	0	0	0	0	0	0	1	0	0	0	0	0
LGALS3	0	0	0	0	0	0	1	0	0	0	0	0
MXRA7	0	0	0	0	0	0	1	0	0	0	0	0
GIMAP4	0	0	0	0	0	0	1	0	0	0	0	0
ATP6V0C	0	0	0	0	0	0	1	0	0	0	0	0
FAM71E1	0	0	0	0	0	0	1	0	0	0	0	0
PLEKHB2	0	0	0	0	0	0	1	0	0	0	0	0
AKAP3	0	0	0	0	0	0	1	0	0	0	0	0
SHISA4	0	0	0	0	0	0	1	0	0	0	0	0
GLIS3	0	0	0	0	0	0	1	0	0	0	0	0
KLF5	0	0	0	0	0	0	1	0	0	0	0	0
TNFSF8	0	0	0	0	0	0	1	0	0	0	0	0
GM5421	0	0	0	0	0	0	1	0	0	0	0	0
SCARA3	0	0	0	0	0	0	1	0	0	0	0	0
FBLN2	0	0	0	0	0	0	1	0	0	0	0	0
RAB4A	0	0	0	0	0	0	1	0	0	0	0	0
FAM134C	0	0	0	0	0	0	1	0	0	0	0	0
THBS1	0	0	0	0	0	0	1	0	0	0	0	0
ARMCX1	0	0	0	0	0	0	1	0	0	0	0	0
ABCC5	0	0	0	0	0	0	1	0	0	0	0	0
PLEKHG5	0	0	0	0	0	0	1	0	0	0	0	0
PTPRG	0	0	0	0	0	0	1	0	0	0	0	0
TXNRD1	0	0	0	0	0	0	1	0	0	0	0	0
CES2E	0	0	0	0	0	0	1	0	0	0	0	0
CDC42EP5	0	0	0	0	0	0	1	0	0	0	0	0
SLC6A8	0	0	0	0	0	0	1	0	0	0	0	0
TBX3	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K12	0	0	0	0	0	0	1	0	0	0	0	0
CCDC136	0	0	0	0	0	0	1	0	0	0	0	0
AU021092	0	0	0	0	0	0	1	0	0	0	0	0
PIWIL2	0	0	0	0	0	0	1	0	0	0	0	0
TRIOBP	0	0	0	0	0	0	1	0	0	0	0	0
ZBTB10	0	0	0	0	0	0	1	0	0	0	0	0
1700009P17RIK	0	0	0	0	0	0	1	0	0	0	0	0
HTRA1	0	0	0	0	0	0	1	0	0	0	0	0
MCC	0	0	0	0	0	0	1	0	0	0	0	0
WISP1	0	0	0	0	0	0	1	0	0	0	0	0
ID2	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP5	0	0	0	0	0	0	1	0	0	0	0	0
APOC2	0	0	0	0	0	0	1	0	0	0	0	0
ZFP334	0	0	0	0	0	0	1	0	0	0	0	0
DNAH10	0	0	0	0	0	0	1	0	0	0	0	0
HIST1H2BA	0	0	0	0	0	0	1	0	0	0	0	0
PCDHB9	0	0	0	0	0	0	1	0	0	0	0	0
TNIP1	0	0	0	0	0	0	1	0	0	0	0	0
HEY1	0	0	0	0	0	0	1	0	0	0	0	0
ITGAX	0	0	0	0	0	0	1	0	0	0	0	0
RHOJ	0	0	0	0	0	0	1	0	0	0	0	0
MT-CO1	0	0	0	0	0	0	1	0	0	0	0	0
LRP12	0	0	0	0	0	0	1	0	0	0	0	0
FGF10	0	0	0	0	0	0	1	0	0	0	0	0
ADORA2B	0	0	0	0	0	0	1	0	0	0	0	0
ZRSR1	0	0	0	0	0	0	1	0	0	0	0	0
MECOM	0	0	0	0	0	0	1	0	0	0	0	0
2310047M10RIK	0	0	0	0	0	0	1	0	0	0	0	0
FILIP1L	0	0	0	0	0	0	1	0	0	0	0	0
COL4A6	0	0	0	0	0	0	1	0	0	0	0	0
GAS1	0	0	0	0	0	0	1	0	0	0	0	0
PEG3	0	0	0	0	0	0	1	0	0	0	0	0
SGSH	0	0	0	0	0	0	1	0	0	0	0	0
LBHD1	0	0	0	0	0	0	1	0	0	0	0	0
SERPINB1B	0	0	0	0	0	0	1	0	0	0	0	0
VCAN	0	0	0	0	0	0	1	0	0	0	0	0
FBXL16	0	0	0	0	0	0	1	0	0	0	0	0
IGLC2	0	0	0	0	0	0	1	0	0	0	0	0
CCDC157	0	0	0	0	0	0	1	0	0	0	0	0
JUP	0	0	0	0	0	0	1	0	0	0	0	0
CLIP3	0	0	0	0	0	0	1	0	0	0	0	0
GM3272	0	0	0	0	0	0	1	0	0	0	0	0
PGPEP1L	0	0	0	0	0	0	1	0	0	0	0	0
PRDM5	0	0	0	0	0	0	1	0	0	0	0	0
DCXR	0	0	0	0	0	0	1	0	0	0	0	0
PTGFRN	0	0	0	0	0	0	1	0	0	0	0	0
CASKIN2	0	0	0	0	0	0	1	0	0	0	0	0
LURAP1L	0	0	0	0	0	0	1	0	0	0	0	0
NBL1	0	0	0	0	0	0	1	0	0	0	0	0
LIPC	0	0	0	0	0	0	1	0	0	0	0	0
SLC6A12	0	0	0	0	0	0	1	0	0	0	0	0
FAM214B	0	0	0	0	0	0	1	0	0	0	0	0
FAT1	0	0	0	0	0	0	1	0	0	0	0	0
GJC1	0	0	0	0	0	0	1	0	0	0	0	0
GATA2	0	0	0	0	0	0	1	0	0	0	0	0
GM10116	0	0	0	0	0	0	1	0	0	0	0	0
HIST1H4H	0	0	0	0	0	0	1	0	0	0	0	0
HRC	0	0	0	0	0	0	1	0	0	0	0	0
KIRREL	0	0	0	0	0	0	1	0	0	0	0	0
TAF1C	0	0	0	0	0	0	1	0	0	0	0	0
PDGFRA	0	0	0	0	0	0	1	0	0	0	0	0
CSTB	0	0	0	0	0	0	1	0	0	0	0	0
MLKL	0	0	0	0	0	0	1	0	0	0	0	0
ANKRD33B	0	0	0	0	0	0	1	0	0	0	0	0
SOCS5	0	0	0	0	0	0	1	0	0	0	0	0
OLFR1152	0	0	0	0	0	0	1	0	0	0	0	0
PLA2G16	0	0	0	0	0	0	1	0	0	0	0	0
DLG5	0	0	0	0	0	0	1	0	0	0	0	0
PGM5	0	0	0	0	0	0	1	0	0	0	0	0
MUSTN1	0	0	0	0	0	0	1	0	0	0	0	0
ZFYVE27	0	0	0	0	0	0	1	0	0	0	0	0
FNDC3B	0	0	0	0	0	0	1	0	0	0	0	0
MASP1	0	0	0	0	0	0	1	0	0	0	0	0
SLURP1	0	0	0	0	0	0	1	0	0	0	0	0
GM15433	0	0	0	0	0	0	1	0	0	0	0	0
CAV2	0	0	0	0	0	0	1	0	0	0	0	0
ZFP229	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A45	0	0	0	0	0	0	1	0	0	0	0	0
CPE	0	0	0	0	0	0	1	0	0	0	0	0
TRIM46	0	0	0	0	0	0	1	0	0	0	0	0
UST	0	0	0	0	0	0	1	0	0	0	0	0
GSTM5	0	0	0	0	0	0	1	0	0	0	0	0
CALD1	0	0	0	0	0	0	1	0	0	0	0	0
NIPAL1	0	0	0	0	0	0	1	0	0	0	0	0
ARHGEF25	0	0	0	0	0	0	1	0	0	0	0	0
ZBTB7B	0	0	0	0	0	0	1	0	0	0	0	0
3830403N18RIK	0	0	0	0	0	0	1	0	0	0	0	0
ZFP93	0	0	0	0	0	0	1	0	0	0	0	0
SORBS3	0	0	0	0	0	0	1	0	0	0	0	0
CPT1A	0	0	0	0	0	0	1	0	0	0	0	0
DCN	0	0	0	0	0	0	1	0	0	0	0	0
TREM1	0	0	0	0	0	0	1	0	0	0	0	0
MS4A6D	0	0	0	0	0	0	1	0	0	0	0	0
N4BP2L1	0	0	0	0	0	0	1	0	0	0	0	0
GBP5	0	0	0	0	0	0	1	0	0	0	0	0
TMLHE	0	0	0	0	0	0	1	0	0	0	0	0
HIST1H1C	0	0	0	0	0	0	1	0	0	0	0	0
ABCA5	0	0	0	0	0	0	1	0	0	0	0	0
FAM20C	0	0	0	0	0	0	1	0	0	0	0	0
CASP4	0	0	0	0	0	0	1	0	0	0	0	0
ARHGEF19	0	0	0	0	0	0	1	0	0	0	0	0
MAGED1	0	0	0	0	0	0	1	0	0	0	0	0
KCNJ16	0	0	0	0	0	0	1	0	0	0	0	0
FTL1	0	0	0	0	0	0	1	0	0	0	0	0
MYO1D	0	0	0	0	0	0	1	0	0	0	0	0
POMGNT2	0	0	0	0	0	0	1	0	0	0	0	0
HEXA	0	0	0	0	0	0	1	0	0	0	0	0
SESTD1	0	0	0	0	0	0	1	0	0	0	0	0
GM15459	0	0	0	0	0	0	1	0	0	0	0	0
RHOBTB1	0	0	0	0	0	0	1	0	0	0	0	0
CCDC126	0	0	0	0	0	0	1	0	0	0	0	0
TWIST1	0	0	0	0	0	0	1	0	0	0	0	0
COL1A2	0	0	0	0	0	0	1	0	0	0	0	0
CYR61	0	0	0	0	0	0	1	0	0	0	0	0
DTNA	0	0	0	0	0	0	1	0	0	0	0	0
LTBP3	0	0	0	0	0	0	1	0	0	0	0	0
CTTN	0	0	0	0	0	0	1	0	0	0	0	0
RELL2	0	0	0	0	0	0	1	0	0	0	0	0
PROCR	0	0	0	0	0	0	1	0	0	0	0	0
MAB21L1	0	0	0	0	0	0	1	0	0	0	0	0
LAPTM4B	0	0	0	0	0	0	1	0	0	0	0	0
ITGB5	0	0	0	0	0	0	1	0	0	0	0	0
MLYCD	0	0	0	0	0	0	1	0	0	0	0	0
LYPLAL1	0	0	0	0	0	0	1	0	0	0	0	0
COL12A1	0	0	0	0	0	0	1	0	0	0	0	0
MEDAG	0	0	0	0	0	0	1	0	0	0	0	0
SAT1	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K9	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS7	0	0	0	0	0	0	1	0	0	0	0	0
OLFR1033	0	0	0	0	0	0	1	0	0	0	0	0
NRXN2	0	0	0	0	0	0	1	0	0	0	0	0
ACKR3	0	0	0	0	0	0	1	0	0	0	0	0
IFI202B	0	0	0	0	0	0	1	0	0	0	0	0
C030017K20RIK	0	0	0	0	0	0	1	0	0	0	0	0
MAPK8IP1	0	0	0	0	0	0	1	0	0	0	0	0
GNB3	0	0	0	0	0	0	1	0	0	0	0	0
MLLT4	0	0	0	0	0	0	1	0	0	0	0	0
ACY3	0	0	0	0	0	0	1	0	0	0	0	0
IL2RG	0	0	0	0	0	0	1	0	0	0	0	0
RCN3	0	0	0	0	0	0	1	0	0	0	0	0
WWC2	0	0	0	0	0	0	1	0	0	0	0	0
GSTA1	0	0	0	0	0	0	1	0	0	0	0	0
MDFIC	0	0	0	0	0	0	1	0	0	0	0	0
HSPB8	0	0	0	0	0	0	1	0	0	0	0	0
ATP6V0D1	0	0	0	0	0	0	1	0	0	0	0	0
MMP13	0	0	0	0	0	0	1	0	0	0	0	0
GPR107	0	0	0	0	0	0	1	0	0	0	0	0
FAM115C	0	0	0	0	0	0	1	0	0	0	0	0
FAM109A	0	0	0	0	0	0	1	0	0	0	0	0
MMRN2	0	0	0	0	0	0	1	0	0	0	0	0
IRF1	0	0	0	0	0	0	1	0	0	0	0	0
UNC5B	0	0	0	0	0	0	1	0	0	0	0	0
SH3RF3	0	0	0	0	0	0	1	0	0	0	0	0
PLIN4	0	0	0	0	0	0	1	0	0	0	0	0
LAPTM4A	0	0	0	0	0	0	1	0	0	0	0	0
GPNMB	0	0	0	0	0	0	1	0	0	0	0	0
IGKV6-20	0	0	0	0	0	0	1	0	0	0	0	0
RGS16	0	0	0	0	0	0	1	0	0	0	0	0
ACVRL1	0	0	0	0	0	0	1	0	0	0	0	0
CLN8	0	0	0	0	0	0	1	0	0	0	0	0
LAMP1	0	0	0	0	0	0	1	0	0	0	0	0
DIP2C	0	0	0	0	0	0	1	0	0	0	0	0
RXRA	0	0	0	0	0	0	1	0	0	0	0	0
BMPR1A	0	0	0	0	0	0	1	0	0	0	0	0
TIMP3	0	0	0	0	0	0	1	0	0	0	0	0
MXRA8	0	0	0	0	0	0	1	0	0	0	0	0
RGS3	0	0	0	0	0	0	1	0	0	0	0	0
NFATC1	0	0	0	0	0	0	1	0	0	0	0	0
CD55	0	0	0	0	0	0	1	0	0	0	0	0
SLC35F6	0	0	0	0	0	0	1	0	0	0	0	0
PRICKLE3	0	0	0	0	0	0	1	0	0	0	0	0
SERPINB9G	0	0	0	0	0	0	1	0	0	0	0	0
EIF2S3Y	0	0	0	0	0	0	1	0	0	0	0	0
CACNB3	0	0	0	0	0	0	1	0	0	0	0	0
GALNT13	0	0	0	0	0	0	1	0	0	0	0	0
USP17LB	0	0	0	0	0	0	1	0	0	0	0	0
ZFP532	0	0	0	0	0	0	1	0	0	0	0	0
IGLV1	0	0	0	0	0	0	1	0	0	0	0	0
FBLIM1	0	0	0	0	0	0	1	0	0	0	0	0
CTIF	0	0	0	0	0	0	1	0	0	0	0	0
ATP11A	0	0	0	0	0	0	1	0	0	0	0	0
ZFP37	0	0	0	0	0	0	1	0	0	0	0	0
RNASEK	0	0	0	0	0	0	1	0	0	0	0	0
FAS	0	0	0	0	0	0	1	0	0	0	0	0
CNKSR3	0	0	0	0	0	0	1	0	0	0	0	0
HBEGF	0	0	0	0	0	0	1	0	0	0	0	0
OSMR	0	0	0	0	0	0	1	0	0	0	0	0
GNPDA1	0	0	0	0	0	0	1	0	0	0	0	0
SOD3	0	0	0	0	0	0	1	0	0	0	0	0
GM15127	0	0	0	0	0	0	1	0	0	0	0	0
DDAH1	0	0	0	0	0	0	1	0	0	0	0	0
ALDH4A1	0	0	0	0	0	0	1	0	0	0	0	0
DNASE1L3	0	0	0	0	0	0	1	0	0	0	0	0
CRYAB	0	0	0	0	0	0	1	0	0	0	0	0
PARVA	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K14	0	0	0	0	0	0	1	0	0	0	0	0
PCDHB17	0	0	0	0	0	0	1	0	0	0	0	0
UBLCP1	0	0	0	0	0	0	1	0	0	0	0	0
PRKG2	0	0	0	0	0	0	1	0	0	0	0	0
SLCO3A1	0	0	0	0	0	0	1	0	0	0	0	0
1110007C09RIK	0	0	0	0	0	0	1	0	0	0	0	0
4930402H24RIK	0	0	0	0	0	0	1	0	0	0	0	0
PAX9	0	0	0	0	0	0	1	0	0	0	0	0
GM28437	0	0	0	0	0	0	1	0	0	0	0	0
SYN1	0	0	0	0	0	0	1	0	0	0	0	0
PLXNB1	0	0	0	0	0	0	1	0	0	0	0	0
TCEAL8	0	0	0	0	0	0	1	0	0	0	0	0
GSAP	0	0	0	0	0	0	1	0	0	0	0	0
PRMT2	0	0	0	0	0	0	1	0	0	0	0	0
IGKV8-19	0	0	0	0	0	0	1	0	0	0	0	0
SCN4A	0	0	0	0	0	0	1	0	0	0	0	0
FAM135A	0	0	0	0	0	0	1	0	0	0	0	0
STRIP2	0	0	0	0	0	0	1	0	0	0	0	0
CCDC102A	0	0	0	0	0	0	1	0	0	0	0	0
ECE2	0	0	0	0	0	0	1	0	0	0	0	0
WTIP	0	0	0	0	0	0	1	0	0	0	0	0
ORMDL3	0	0	0	0	0	0	1	0	0	0	0	0
